feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,target
-5.199337582605575,-5.199337582605575,-5.199337582605575,0.40310812065628565,5.19933758270342,-5.199337582605575,-0.12693745830564301,-5.199337582605575,-0.01266007694031387,-5.199337582605575,0.7817807527650725,-0.3757931145253796,-0.17238951687036705,-5.199337582605575,-5.199337582605575,-5.199337582605575,5.19933758270342,-5.199337582605575,5.19933758270342,-1.1943956635681559,-5.199337582605575,-5.199337582605575,0.7647096737863875,-0.2690661378543141,1.0968035620935135,1.4743458304695016,-5.199337582605575,-5.199337582605575,1.073987502640332,0.48699393885129033,1.39965664804982,2.069575367017374,-5.199337582605575,-0.025322183413346164,-0.16532666916589686,1.1442372651002075,Graduate
-5.199337582605575,1.2758170414017849,-5.199337582605575,0.40310812065628565,5.19933758270342,-5.199337582605575,-1.008673357646798,-5.199337582605575,-5.199337582605575,-5.199337582605575,-0.11418529432142824,0.348755695517045,-1.0668293672419857,5.19933758270342,-5.199337582605575,-5.199337582605575,5.19933758270342,-5.199337582605575,5.19933758270342,-0.43072729929545744,-5.199337582605575,-5.199337582605575,1.22064034884735,1.5497059007365892,1.0968035620935135,-0.27657458514808325,-5.199337582605575,-5.199337582605575,1.073987502640332,1.7460165226992137,1.0299567622253687,-0.19842463787777728,-5.199337582605575,0.47278912099226755,5.19933758270342,-0.6508373064444771,Graduate
-5.199337582605575,-5.199337582605575,-5.199337582605575,1.073987502640332,5.19933758270342,-5.199337582605575,1.3049226377527248,-5.199337582605575,-0.01266007694031387,1.3996566480498198,0.7817807527650725,-0.3757931145253796,1.1508578396894609,-5.199337582605575,-5.199337582605575,-5.199337582605575,5.19933758270342,-5.199337582605575,-5.199337582605575,-1.1943956635681559,-5.199337582605575,-5.199337582605575,-0.025322183413346164,-0.6665642591979041,-0.012660076940314008,0.458679069694094,-5.199337582605575,-5.199337582605575,0.0,-0.5595922742274324,0.5595922742274326,0.8708457453650702,-5.199337582605575,0.47278912099226755,5.19933758270342,-0.6508373064444771,Graduate
-5.199337582605575,0.037988351230282213,0.6665642591979046,0.0760316231203884,5.19933758270342,-5.199337582605575,0.799082762135179,-5.199337582605575,-5.199337582605575,-0.5744599931693578,-0.5157047936930385,-0.6665642591979041,0.12380773759333545,-5.199337582605575,-5.199337582605575,-5.199337582605575,5.19933758270342,-5.199337582605575,5.19933758270342,-1.1943956635681559,-5.199337582605575,-5.199337582605575,-0.025322183413346164,-0.2690661378543141,0.47278912099226755,-0.4188514829654194,-5.199337582605575,-5.199337582605575,0.0,0.48699393885129033,-0.16532666916589686,0.7647096737863871,-5.199337582605575,5.19933758270342,-0.6824578366693298,-0.38941429785214443,Graduate
-5.199337582605575,0.037988351230282213,-5.199337582605575,-0.9084578685373851,5.19933758270342,-5.199337582605575,-1.168948844531482,-5.199337582605575,1.5089438550380385,-0.21690442598171064,0.7817807527650725,0.799082762135179,-0.8561420860919375,-5.199337582605575,-5.199337582605575,-5.199337582605575,5.19933758270342,5.19933758270342,5.19933758270342,0.2039611757513145,-5.199337582605575,-5.199337582605575,-0.025322183413346164,0.1525059742462445,-0.28221614706250797,-0.308665805694934,-5.199337582605575,-5.199337582605575,0.0,-0.21690442598171078,0.10145167264194754,-0.38941429785214443,-5.199337582605575,1.1202053547494892,1.073987502640332,-5.199337582605575,Dropout
-5.199337582605575,1.2758170414017849,-5.199337582605575,-1.1202053547494892,5.19933758270342,-5.199337582605575,-0.3219708901819882,-5.199337582605575,0.6985257103450601,-5.199337582605575,-0.11418529432142824,-0.6665642591979041,0.3353332195143984,-5.199337582605575,-5.199337582605575,-5.199337582605575,5.19933758270342,5.19933758270342,-5.199337582605575,0.5595922742274326,-5.199337582605575,1.8763585618945953,2.049594266393992,2.3399998709016225,1.5089438550380385,0.1781745977224104,1.9556614355881687,1.9556614355881687,2.1661067528923295,2.5257849679905546,1.8763585618945953,-0.1910520061461741,-5.199337582605575,1.1202053547494892,1.073987502640332,-5.199337582605575,Dropout
-5.199337582605575,-5.199337582605575,1.6906216295848986,0.40310812065628565,5.19933758270342,-5.199337582605575,0.8894945075306337,-5.199337582605575,0.6985257103450601,-0.21690442598171064,-0.5157047936930385,-0.6665642591979041,-0.17946097461388835,5.19933758270342,-5.199337582605575,-5.199337582605575,5.19933758270342,5.19933758270342,-5.199337582605575,-1.1943956635681559,-5.199337582605575,-5.199337582605575,0.7647096737863875,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,1.073987502640332,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,-5.199337582605575,0.6508373064444771,-0.11418529432142824,Dropout
-5.199337582605575,-5.199337582605575,0.6665642591979046,-0.6985257103450601,5.19933758270342,-5.199337582605575,-0.3219708901819882,-5.199337582605575,-5.199337582605575,1.3996566480498198,-0.11418529432142824,-0.3757931145253796,-0.24290265588608934,5.19933758270342,-5.199337582605575,-5.199337582605575,5.19933758270342,-5.199337582605575,-5.199337582605575,-1.1943956635681559,-5.199337582605575,-5.199337582605575,-0.9474012715571217,0.7147759881031512,-0.012660076940314008,1.330813075916103,1.9556614355881687,-5.199337582605575,-0.9474012715571217,0.13971029888186212,0.10145167264194754,0.458679069694094,1.6399762701332197,-0.619854573565494,-5.199337582605575,-1.029956762225368,Graduate
-5.199337582605575,-5.199337582605575,-5.199337582605575,0.40310812065628565,5.19933758270342,-5.199337582605575,-0.5302197258242277,-5.199337582605575,-0.01266007694031387,0.530219725824228,0.7817807527650725,0.07603162312038868,-0.14482570713036466,5.19933758270342,-5.199337582605575,-5.199337582605575,5.19933758270342,-5.199337582605575,5.19933758270342,-1.1943956635681559,-5.199337582605575,-5.199337582605575,0.7647096737863875,0.5012977107677287,1.0968035620935135,0.3873698701031701,-5.199337582605575,-5.199337582605575,1.073987502640332,1.1689488445314824,1.0299567622253687,0.318790963601999,-5.199337582605575,1.1202053547494892,1.073987502640332,-5.199337582605575,Graduate
-5.199337582605575,0.037988351230282213,1.3351777361189376,0.40310812065628565,5.19933758270342,-5.199337582605575,-0.4549811403064288,-5.199337582605575,1.5089438550380385,0.530219725824228,0.7817807527650725,-0.3757931145253796,-0.4586790696940935,5.19933758270342,-5.199337582605575,-5.199337582605575,5.19933758270342,-5.199337582605575,-5.199337582605575,-0.43072729929545744,-5.199337582605575,-5.199337582605575,1.22064034884735,0.1525059742462445,1.0968035620935135,0.13556582100994888,-5.199337582605575,-5.199337582605575,1.073987502640332,0.13971029888186212,1.0299567622253687,0.1724306891566112,-5.199337582605575,-0.2954151418352379,0.19105200614617424,0.44465975598867175,Graduate
